path,label
1f_1690_speed.pt,0
1f_1690_volume.pt,0
1f_1696_shift.pt,0
1f_1696_speed.pt,0
1f_1696_volume.pt,0
1f_1697_shift.pt,0
1f_1697_speed.pt,0
1f_1697_volume.pt,0
1f_1713_shift.pt,0
1f_1713_speed.pt,0
1f_1713_volume.pt,0
1f_1714_shift.pt,0
1f_1714_speed.pt,0
1f_1714_volume.pt,0
1f_1721_shift.pt,0
1f_1721_speed.pt,0
1f_1721_volume.pt,0
1f_1740_shift.pt,0
1f_1740_speed.pt,0
1f_1740_volume.pt,0
1f_1751_shift.pt,0
1f_1751_speed.pt,0
1f_1751_volume.pt,0
1f_1759_shift.pt,0
1f_1759_speed.pt,0
1f_1759_volume.pt,0
1f_1770_shift.pt,0
1f_1770_speed.pt,0
1f_1770_volume.pt,0
1f_1781_shift.pt,0
1f_1781_speed.pt,0
1f_1781_volume.pt,0
1f_1783_shift.pt,0
1f_1783_speed.pt,0
1f_1783_volume.pt,0
1f_1792_shift.pt,0
1f_1792_speed.pt,0
1f_1792_volume.pt,0
1f_1797_shift.pt,0
1f_1797_speed.pt,0
1f_1797_volume.pt,0
1f_1798_shift.pt,0
1f_1798_speed.pt,0
1f_1798_volume.pt,0
1f_1803_shift.pt,0
1f_1803_speed.pt,0
1f_1803_volume.pt,0
1f_1813_shift.pt,0
1f_1813_speed.pt,0
1f_1813_volume.pt,0
1f_1821_shift.pt,0
1f_1821_speed.pt,0
1f_1821_volume.pt,0
1f_1865_shift.pt,0
1f_1865_speed.pt,0
1f_1865_volume.pt,0
1f_1892_shift.pt,0
1f_1892_speed.pt,0
1f_1892_volume.pt,0
1f_1893_shift.pt,0
1f_1893_speed.pt,0
1f_1893_volume.pt,0
1f_1908_shift.pt,0
1f_1908_speed.pt,0
1f_1908_volume.pt,0
1f_1925_shift.pt,0
1f_1925_speed.pt,0
1f_1925_volume.pt,0
1f_1937_shift.pt,0
1f_1937_speed.pt,0
1f_1937_volume.pt,0
1f_1956_shift.pt,0
1f_1956_speed.pt,0
1f_1956_volume.pt,0
1f_1987_shift.pt,0
1f_1987_speed.pt,0
1f_1987_volume.pt,0
1f_1992_shift.pt,0
1f_1992_speed.pt,0
1f_1992_volume.pt,0
1f_2004_shift.pt,0
1f_2004_speed.pt,0
1f_2004_volume.pt,0
1f_2060_shift.pt,0
1f_2060_speed.pt,0
1f_2060_volume.pt,0
1f_2074_shift.pt,0
1f_2074_speed.pt,0
1f_2074_volume.pt,0
1f_2093_shift.pt,0
1f_2093_speed.pt,0
1f_2093_volume.pt,0
1f_2108_shift.pt,0
1f_2108_speed.pt,0
1f_2108_volume.pt,0
1f_2109_shift.pt,0
1f_2109_speed.pt,0
1f_2109_volume.pt,0
1f_2113_shift.pt,0
1f_2113_speed.pt,0
1f_2113_volume.pt,0
1f_2122_shift.pt,0
1f_2122_speed.pt,0
1f_2122_volume.pt,0
1f_2154_shift.pt,0
1f_2154_speed.pt,0
1f_2154_volume.pt,0
1f_2162_shift.pt,0
1f_2162_speed.pt,0
1f_2162_volume.pt,0
1f_2177_shift.pt,0
1f_2177_speed.pt,0
1f_2177_volume.pt,0
1f_2182_shift.pt,0
1f_2182_speed.pt,0
1f_2182_volume.pt,0
1f_2195_shift.pt,0
1f_2195_speed.pt,0
1f_2195_volume.pt,0
1f_2229_shift.pt,0
1f_2229_speed.pt,0
1f_2229_volume.pt,0
1f_2268_shift.pt,0
1f_2268_speed.pt,0
1f_2268_volume.pt,0
1f_2270_shift.pt,0
1f_2270_speed.pt,0
1f_2270_volume.pt,0
1f_2274_shift.pt,0
1f_2274_speed.pt,0
1f_2274_volume.pt,0
1f_2301_shift.pt,0
1f_2301_speed.pt,0
1f_2301_volume.pt,0
1f_2309_shift.pt,0
1f_2309_speed.pt,0
1f_2309_volume.pt,0
1f_2316_shift.pt,0
1f_2316_speed.pt,0
1f_2316_volume.pt,0
1f_2324_shift.pt,0
1f_2324_speed.pt,0
1f_2324_volume.pt,0
1f_2326_shift.pt,0
1f_2326_speed.pt,0
1f_2326_volume.pt,0
1f_2328_shift.pt,0
1f_2328_speed.pt,0
1f_2328_volume.pt,0
1f_2334_shift.pt,0
1f_2334_speed.pt,0
1f_2334_volume.pt,0
1f_2367_shift.pt,0
1f_2367_speed.pt,0
1f_2367_volume.pt,0
1f_2394_shift.pt,0
1f_2394_speed.pt,0
1f_2394_volume.pt,0
1f_2401_shift.pt,0
1f_2401_speed.pt,0
1f_2401_volume.pt,0
1f_2422_shift.pt,0
1f_2422_speed.pt,0
1f_2422_volume.pt,0
1f_2428_shift.pt,0
1f_2428_speed.pt,0
1f_2428_volume.pt,0
1f_2442_shift.pt,0
1f_2442_speed.pt,0
1f_2442_volume.pt,0
1f_2481_shift.pt,0
1f_2481_speed.pt,0
1f_2481_volume.pt,0
1f_2521_shift.pt,0
1f_2521_speed.pt,0
1f_2521_volume.pt,0
1f_2524_shift.pt,0
1f_2524_speed.pt,0
1f_2524_volume.pt,0
1f_2528_shift.pt,0
1f_2528_speed.pt,0
1f_2528_volume.pt,0
1f_2577_shift.pt,0
1f_2577_speed.pt,0
1f_2577_volume.pt,0
1f_2581_shift.pt,0
1f_2581_speed.pt,0
1f_2581_volume.pt,0
1f_2586_shift.pt,0
1f_2586_speed.pt,0
1f_2586_volume.pt,0
1f_2592_shift.pt,0
1f_2592_speed.pt,0
1f_2592_volume.pt,0
1f_2659_shift.pt,0
1f_2659_speed.pt,0
1f_2659_volume.pt,0
1f_2660_shift.pt,0
1f_2660_speed.pt,0
1f_2660_volume.pt,0
1f_2665_shift.pt,0
1f_2665_speed.pt,0
1f_2665_volume.pt,0
1f_2672_shift.pt,0
1f_2672_speed.pt,0
1f_2672_volume.pt,0
1f_2673_shift.pt,0
1f_2673_speed.pt,0
1f_2673_volume.pt,0
1f_2676_shift.pt,0
1f_2676_speed.pt,0
1f_2676_volume.pt,0
1f_2710_shift.pt,0
1f_2710_speed.pt,0
1f_2710_volume.pt,0
1f_2716_shift.pt,0
1f_2716_speed.pt,0
1f_2716_volume.pt,0
1f_2802_shift.pt,0
1f_2802_speed.pt,0
1f_2802_volume.pt,0
1f_2813_shift.pt,0
1f_2813_speed.pt,0
1f_2813_volume.pt,0
1f_2822_shift.pt,0
1f_2822_speed.pt,0
1f_2822_volume.pt,0
1f_2837_shift.pt,0
1f_2837_speed.pt,0
1f_2837_volume.pt,0
1f_2875_shift.pt,0
1f_2875_speed.pt,0
1f_2875_volume.pt,0
1f_2898_shift.pt,0
1f_2898_speed.pt,0
1f_2898_volume.pt,0
1f_2931_shift.pt,0
1f_2931_speed.pt,0
1f_2931_volume.pt,0
1f_2936_shift.pt,0
1f_2936_speed.pt,0
1f_2936_volume.pt,0
1f_2946_shift.pt,0
1f_2946_speed.pt,0
1f_2946_volume.pt,0
1f_2947_shift.pt,0
1f_2947_speed.pt,0
1f_2947_volume.pt,0
1f_2965_shift.pt,0
1f_2965_speed.pt,0
1f_2965_volume.pt,0
1f_3011_shift.pt,0
1f_3011_speed.pt,0
1f_3011_volume.pt,0
1f_3055_shift.pt,0
1f_3055_speed.pt,0
1f_3055_volume.pt,0
1f_3063_shift.pt,0
1f_3063_speed.pt,0
1f_3063_volume.pt,0
1f_3065_shift.pt,0
1f_3065_speed.pt,0
1f_3065_volume.pt,0
1f_3067_shift.pt,0
1f_3067_speed.pt,0
1f_3067_volume.pt,0
1f_3070_shift.pt,0
1f_3070_speed.pt,0
1f_3070_volume.pt,0
1f_3093_shift.pt,0
1f_3093_speed.pt,0
1f_3093_volume.pt,0
1f_3094_shift.pt,0
1f_3094_speed.pt,0
1f_3094_volume.pt,0
1f_3115_shift.pt,0
1f_3115_speed.pt,0
1f_3115_volume.pt,0
1f_3117_shift.pt,0
1f_3117_speed.pt,0
1f_3117_volume.pt,0
1f_3133_shift.pt,0
1f_3133_speed.pt,0
1f_3133_volume.pt,0
1f_3141_shift.pt,0
1f_3141_speed.pt,0
1f_3141_volume.pt,0
1f_3147_shift.pt,0
1f_3147_speed.pt,0
1f_3147_volume.pt,0
1f_3148_shift.pt,0
1f_3148_speed.pt,0
1f_3148_volume.pt,0
1f_3164_shift.pt,0
1f_3164_speed.pt,0
1f_3164_volume.pt,0
1f_3204_shift.pt,0
1f_3204_speed.pt,0
1f_3204_volume.pt,0
1f_3212_shift.pt,0
1f_3212_speed.pt,0
1f_3212_volume.pt,0
1f_3251_shift.pt,0
1f_3251_speed.pt,0
1f_3251_volume.pt,0
1f_3339_shift.pt,0
1f_3339_speed.pt,0
1f_3339_volume.pt,0
1f_3340_shift.pt,0
1f_3340_speed.pt,0
1f_3340_volume.pt,0
1f_3354_shift.pt,0
1f_3354_speed.pt,0
1f_3354_volume.pt,0
1f_3357_shift.pt,0
1f_3357_speed.pt,0
1f_3357_volume.pt,0
1f_3371_shift.pt,0
1f_3371_speed.pt,0
1f_3371_volume.pt,0
1f_3380_shift.pt,0
1f_3380_speed.pt,0
1f_3380_volume.pt,0
1f_3416_shift.pt,0
1f_3416_speed.pt,0
1f_3416_volume.pt,0
1f_3461_shift.pt,0
1f_3461_speed.pt,0
1f_3461_volume.pt,0
1f_3486_shift.pt,0
1f_3486_speed.pt,0
1f_3486_volume.pt,0
1f_3496_shift.pt,0
1f_3496_speed.pt,0
1f_3496_volume.pt,0
1f_3504_shift.pt,0
1f_3504_speed.pt,0
1f_3504_volume.pt,0
1f_3544_shift.pt,0
1f_3544_speed.pt,0
1f_3544_volume.pt,0
1f_3548_shift.pt,0
1f_3548_speed.pt,0
1f_3548_volume.pt,0
1f_3555_shift.pt,0
1f_3555_speed.pt,0
1f_3555_volume.pt,0
1f_3559_shift.pt,0
1f_3559_speed.pt,0
1f_3559_volume.pt,0
1f_3562_shift.pt,0
1f_3562_speed.pt,0
1f_3562_volume.pt,0
1f_3572_shift.pt,0
1f_3572_speed.pt,0
1f_3572_volume.pt,0
1f_3575_shift.pt,0
1f_3575_speed.pt,0
1f_3575_volume.pt,0
1f_3606_shift.pt,0
1f_3606_speed.pt,0
1f_3606_volume.pt,0
1f_3626_shift.pt,0
1f_3626_speed.pt,0
1f_3626_volume.pt,0
1f_3647_shift.pt,0
1f_3647_speed.pt,0
1f_3647_volume.pt,0
1f_3676_shift.pt,0
1f_3676_speed.pt,0
1f_3676_volume.pt,0
1f_3680_shift.pt,0
1f_3680_speed.pt,0
1f_3680_volume.pt,0
1f_3683_shift.pt,0
1f_3683_speed.pt,0
1f_3683_volume.pt,0
1f_3694_shift.pt,0
1f_3694_speed.pt,0
1f_3694_volume.pt,0
1f_3743_shift.pt,0
1f_3743_speed.pt,0
1f_3743_volume.pt,0
1f_3762_shift.pt,0
1f_3762_speed.pt,0
1f_3762_volume.pt,0
1f_3763_shift.pt,0
1f_3763_speed.pt,0
1f_3763_volume.pt,0
1f_3786_shift.pt,0
1f_3786_speed.pt,0
1f_3786_volume.pt,0
1f_3797_shift.pt,0
1f_3797_speed.pt,0
1f_3797_volume.pt,0
1f_3802_shift.pt,0
1f_3802_speed.pt,0
1f_3802_volume.pt,0
1f_3815_shift.pt,0
1f_3815_speed.pt,0
1f_3815_volume.pt,0
1f_3833_shift.pt,0
1f_3833_speed.pt,0
1f_3833_volume.pt,0
1f_3854_shift.pt,0
1f_3854_speed.pt,0
1f_3854_volume.pt,0
1f_3932_shift.pt,0
1f_3932_speed.pt,0
1f_3932_volume.pt,0
1f_3972_shift.pt,0
1f_3972_speed.pt,0
1f_3972_volume.pt,0
1f_3988_shift.pt,0
1f_3988_speed.pt,0
1f_3988_volume.pt,0
1f_4004_shift.pt,0
1f_4004_speed.pt,0
1f_4004_volume.pt,0
1f_4016_shift.pt,0
1f_4016_speed.pt,0
1f_4016_volume.pt,0
1f_4055_shift.pt,0
1f_4055_speed.pt,0
1f_4055_volume.pt,0
1f_4107_shift.pt,0
1f_4107_speed.pt,0
1f_4107_volume.pt,0
1f_4108_shift.pt,0
1f_4108_speed.pt,0
1f_4108_volume.pt,0
1f_4115_shift.pt,0
1f_4115_speed.pt,0
1f_4115_volume.pt,0
1f_4135_shift.pt,0
1f_4135_speed.pt,0
1f_4135_volume.pt,0
1f_4162_shift.pt,0
1f_4162_speed.pt,0
1f_4162_volume.pt,0
1f_4170_shift.pt,0
1f_4170_speed.pt,0
1f_4170_volume.pt,0
1f_4184_shift.pt,0
1f_4184_speed.pt,0
1f_4184_volume.pt,0
1f_4186_shift.pt,0
1f_4186_speed.pt,0
1f_4186_volume.pt,0
1f_4201_shift.pt,0
1f_4201_speed.pt,0
1f_4201_volume.pt,0
1f_4222_shift.pt,0
1f_4222_speed.pt,0
1f_4222_volume.pt,0
1f_4223_shift.pt,0
1f_4223_speed.pt,0
1f_4223_volume.pt,0
1f_4246_shift.pt,0
1f_4246_speed.pt,0
1f_4246_volume.pt,0
1f_4247_shift.pt,0
1f_4247_speed.pt,0
1f_4247_volume.pt,0
1f_4301_shift.pt,0
1f_4301_speed.pt,0
1f_4301_volume.pt,0
1f_4324_shift.pt,0
1f_4324_speed.pt,0
1f_4324_volume.pt,0
1f_4367_shift.pt,0
1f_4367_speed.pt,0
1f_4367_volume.pt,0
1f_4368_shift.pt,0
1f_4368_speed.pt,0
1f_4368_volume.pt,0
1f_4401_shift.pt,0
1f_4401_speed.pt,0
1f_4401_volume.pt,0
1f_4409_shift.pt,0
1f_4409_speed.pt,0
1f_4409_volume.pt,0
1f_4423_shift.pt,0
1f_4423_speed.pt,0
1f_4423_volume.pt,0
1f_4426_shift.pt,0
1f_4426_speed.pt,0
1f_4426_volume.pt,0
1f_4476_shift.pt,0
1f_4476_speed.pt,0
1f_4476_volume.pt,0
1f_4483_shift.pt,0
1f_4483_speed.pt,0
1f_4483_volume.pt,0
1f_4486_shift.pt,0
1f_4486_speed.pt,0
1f_4486_volume.pt,0
1f_4487_shift.pt,0
1f_4487_speed.pt,0
1f_4487_volume.pt,0
1f_4492_shift.pt,0
1f_4492_speed.pt,0
1f_4492_volume.pt,0
1f_4530_shift.pt,0
1f_4530_speed.pt,0
1f_4530_volume.pt,0
1f_4555_shift.pt,0
1f_4555_speed.pt,0
1f_4555_volume.pt,0
1f_4590_shift.pt,0
1f_4590_speed.pt,0
1f_4590_volume.pt,0
1f_4599_shift.pt,0
1f_4599_speed.pt,0
1f_4599_volume.pt,0
1f_4604_shift.pt,0
1f_4604_speed.pt,0
1f_4604_volume.pt,0
1f_4620_shift.pt,0
1f_4620_speed.pt,0
1f_4620_volume.pt,0
1f_4671_shift.pt,0
1f_4671_speed.pt,0
1f_4671_volume.pt,0
1f_4682_shift.pt,0
1f_4682_speed.pt,0
1f_4682_volume.pt,0
1f_4723_shift.pt,0
1f_4723_speed.pt,0
1f_4723_volume.pt,0
1f_4735_shift.pt,0
1f_4735_speed.pt,0
1f_4735_volume.pt,0
1f_4742_shift.pt,0
1f_4742_speed.pt,0
1f_4742_volume.pt,0
1f_4743_shift.pt,0
1f_4743_speed.pt,0
1f_4743_volume.pt,0
1f_4752_shift.pt,0
1f_4752_speed.pt,0
1f_4752_volume.pt,0
1f_4755_shift.pt,0
1f_4755_speed.pt,0
1f_4755_volume.pt,0
1f_4788_shift.pt,0
1f_4788_speed.pt,0
1f_4788_volume.pt,0
1f_4815_shift.pt,0
1f_4815_speed.pt,0
1f_4815_volume.pt,0
1f_4840_shift.pt,0
1f_4840_speed.pt,0
1f_4840_volume.pt,0
1f_4889_shift.pt,0
1f_4889_speed.pt,0
1f_4889_volume.pt,0
1f_4898_shift.pt,0
1f_4898_speed.pt,0
1f_4898_volume.pt,0
1f_4913_shift.pt,0
1f_4913_speed.pt,0
1f_4913_volume.pt,0
1f_4923_shift.pt,0
1f_4923_speed.pt,0
1f_4923_volume.pt,0
1f_4925_shift.pt,0
1f_4925_speed.pt,0
1f_4925_volume.pt,0
1f_4996_shift.pt,0
1f_4996_speed.pt,0
1f_4996_volume.pt,0
1f_5040_shift.pt,0
1f_5040_speed.pt,0
1f_5040_volume.pt,0
1f_5064_shift.pt,0
1f_5064_speed.pt,0
1f_5064_volume.pt,0
1f_5067_shift.pt,0
1f_5067_speed.pt,0
1f_5067_volume.pt,0
1f_5119_shift.pt,0
1f_5119_speed.pt,0
1f_5119_volume.pt,0
1f_5143_shift.pt,0
1f_5143_speed.pt,0
1f_5143_volume.pt,0
1f_5164_shift.pt,0
1f_5164_speed.pt,0
1f_5164_volume.pt,0
1f_5181_shift.pt,0
1f_5181_speed.pt,0
1f_5181_volume.pt,0
1f_5190_shift.pt,0
1f_5190_speed.pt,0
1f_5190_volume.pt,0
1f_5226_shift.pt,0
1f_5226_speed.pt,0
1f_5226_volume.pt,0
1f_5234_shift.pt,0
1f_5234_speed.pt,0
1f_5234_volume.pt,0
1f_5252_shift.pt,0
1f_5252_speed.pt,0
1f_5252_volume.pt,0
1f_5255_shift.pt,0
1f_5255_speed.pt,0
1f_5255_volume.pt,0
1f_5266_shift.pt,0
1f_5266_speed.pt,0
1f_5266_volume.pt,0
1f_5274_shift.pt,0
1f_5274_speed.pt,0
1f_5274_volume.pt,0
1f_5275_shift.pt,0
1f_5275_speed.pt,0
1f_5275_volume.pt,0
1f_5294_shift.pt,0
1f_5294_speed.pt,0
1f_5294_volume.pt,0
1f_5299_shift.pt,0
1f_5299_speed.pt,0
1f_5299_volume.pt,0
1f_5302_shift.pt,0
1f_5302_speed.pt,0
1f_5302_volume.pt,0
1f_5311_shift.pt,0
1f_5311_speed.pt,0
1f_5311_volume.pt,0
1f_5353_shift.pt,0
1f_5353_speed.pt,0
1f_5353_volume.pt,0
1f_5392_shift.pt,0
1f_5392_speed.pt,0
1f_5392_volume.pt,0
1f_5394_shift.pt,0
1f_5394_speed.pt,0
1f_5394_volume.pt,0
1f_5410_shift.pt,0
1f_5410_speed.pt,0
1f_5410_volume.pt,0
1f_5425_shift.pt,0
1f_5425_speed.pt,0
1f_5425_volume.pt,0
1f_5442_shift.pt,0
1f_5442_speed.pt,0
1f_5442_volume.pt,0
1f_5466_shift.pt,0
1f_5466_speed.pt,0
1f_5466_volume.pt,0
1f_5471_shift.pt,0
1f_5471_speed.pt,0
1f_5471_volume.pt,0
1f_5479_shift.pt,0
1f_5479_speed.pt,0
1f_5479_volume.pt,0
1f_5507_shift.pt,0
1f_5507_speed.pt,0
1f_5507_volume.pt,0
1f_5508_shift.pt,0
1f_5508_speed.pt,0
1f_5508_volume.pt,0
1f_5518_shift.pt,0
1f_5518_speed.pt,0
1f_5518_volume.pt,0
1f_5524_shift.pt,0
1f_5524_speed.pt,0
1f_5524_volume.pt,0
1f_5542_shift.pt,0
1f_5542_speed.pt,0
1f_5542_volume.pt,0
1f_5548_shift.pt,0
1f_5548_speed.pt,0
1f_5548_volume.pt,0
1f_5553_shift.pt,0
1f_5553_speed.pt,0
1f_5553_volume.pt,0
1f_5567_shift.pt,0
1f_5567_speed.pt,0
1f_5567_volume.pt,0
1f_5587_shift.pt,0
1f_5587_speed.pt,0
1f_5587_volume.pt,0
1f_5604_shift.pt,0
1f_5604_speed.pt,0
1f_5604_volume.pt,0
1f_5608_shift.pt,0
1f_5608_speed.pt,0
1f_5608_volume.pt,0
1f_5612_shift.pt,0
1f_5612_speed.pt,0
1f_5612_volume.pt,0
1f_5624_shift.pt,0
1f_5624_speed.pt,0
1f_5624_volume.pt,0
1f_5654_shift.pt,0
1f_5654_speed.pt,0
1f_5654_volume.pt,0
1f_5715_shift.pt,0
1f_5715_speed.pt,0
1f_5715_volume.pt,0
1f_5797_shift.pt,0
1f_5797_speed.pt,0
1f_5797_volume.pt,0
1f_5801_shift.pt,0
1f_5801_speed.pt,0
1f_5801_volume.pt,0
1f_5818_shift.pt,0
1f_5818_speed.pt,0
1f_5818_volume.pt,0
1f_5821_shift.pt,0
1f_5821_speed.pt,0
1f_5821_volume.pt,0
1f_5832_shift.pt,0
1f_5832_speed.pt,0
1f_5832_volume.pt,0
1f_5842_shift.pt,0
1f_5842_speed.pt,0
1f_5842_volume.pt,0
1f_5871_shift.pt,0
1f_5871_speed.pt,0
1f_5871_volume.pt,0
1f_5899_shift.pt,0
1f_5899_speed.pt,0
1f_5899_volume.pt,0
1f_5913_shift.pt,0
1f_5913_speed.pt,0
1f_5913_volume.pt,0
1f_5914_shift.pt,0
1f_5914_speed.pt,0
1f_5914_volume.pt,0
1f_5928_shift.pt,0
1f_5928_speed.pt,0
1f_5928_volume.pt,0
1f_5938_shift.pt,0
1f_5938_speed.pt,0
1f_5938_volume.pt,0
1f_5953_shift.pt,0
1f_5953_speed.pt,0
1f_5953_volume.pt,0
1f_5983_shift.pt,0
1f_5983_speed.pt,0
1f_5983_volume.pt,0
1f_6046_shift.pt,0
1f_6046_speed.pt,0
1f_6046_volume.pt,0
1f_6090_shift.pt,0
1f_6090_speed.pt,0
1f_6090_volume.pt,0
1f_6095_shift.pt,0
1f_6095_speed.pt,0
1f_6095_volume.pt,0
1f_6102_shift.pt,0
1f_6102_speed.pt,0
1f_6102_volume.pt,0
1f_6146_shift.pt,0
1f_6146_speed.pt,0
1f_6146_volume.pt,0
1f_6150_shift.pt,0
1f_6150_speed.pt,0
1f_6150_volume.pt,0
1f_6173_shift.pt,0
1f_6173_speed.pt,0
1f_6173_volume.pt,0
1f_6186_shift.pt,0
1f_6186_speed.pt,0
1f_6186_volume.pt,0
1f_6193_shift.pt,0
1f_6193_speed.pt,0
1f_6193_volume.pt,0
1f_6200_shift.pt,0
1f_6200_speed.pt,0
1f_6200_volume.pt,0
1f_6213_shift.pt,0
1f_6213_speed.pt,0
1f_6213_volume.pt,0
1f_6220_shift.pt,0
1f_6220_speed.pt,0
1f_6220_volume.pt,0
1f_6246_shift.pt,0
1f_6246_speed.pt,0
1f_6246_volume.pt,0
1f_6253_shift.pt,0
1f_6253_speed.pt,0
1f_6253_volume.pt,0
1f_6261_shift.pt,0
1f_6261_speed.pt,0
1f_6261_volume.pt,0
1f_6268_shift.pt,0
1f_6268_speed.pt,0
1f_6268_volume.pt,0
1f_6269_shift.pt,0
1f_6269_speed.pt,0
1f_6269_volume.pt,0
1f_6283_shift.pt,0
1f_6283_speed.pt,0
1f_6283_volume.pt,0
1f_6296_shift.pt,0
1f_6296_speed.pt,0
1f_6296_volume.pt,0
1f_6310_shift.pt,0
1f_6310_speed.pt,0
1f_6310_volume.pt,0
1f_6339_shift.pt,0
1f_6339_speed.pt,0
1f_6339_volume.pt,0
1f_6361_shift.pt,0
1f_6361_speed.pt,0
1f_6361_volume.pt,0
1f_6363_shift.pt,0
1f_6363_speed.pt,0
1f_6363_volume.pt,0
1f_6377_shift.pt,0
1f_6377_speed.pt,0
1f_6377_volume.pt,0
1f_6439_shift.pt,0
1f_6439_speed.pt,0
1f_6439_volume.pt,0
1f_6447_shift.pt,0
1f_6447_speed.pt,0
1f_6447_volume.pt,0
1f_6464_shift.pt,0
1f_6464_speed.pt,0
1f_6464_volume.pt,0
1f_6503_shift.pt,0
1f_6503_speed.pt,0
1f_6503_volume.pt,0
1f_6505_shift.pt,0
1f_6505_speed.pt,0
1f_6505_volume.pt,0
1f_6507_shift.pt,0
1f_6507_speed.pt,0
1f_6507_volume.pt,0
1f_6509_shift.pt,0
1f_6509_speed.pt,0
1f_6509_volume.pt,0
1f_6512_shift.pt,0
1f_6512_speed.pt,0
1f_6512_volume.pt,0
1f_6524_shift.pt,0
1f_6524_speed.pt,0
1f_6524_volume.pt,0
1f_6543_shift.pt,0
1f_6543_speed.pt,0
1f_6543_volume.pt,0
1f_6558_shift.pt,0
1f_6558_speed.pt,0
1f_6558_volume.pt,0
1f_6562_shift.pt,0
1f_6562_speed.pt,0
1f_6562_volume.pt,0
1f_6596_shift.pt,0
1f_6596_speed.pt,0
1f_6596_volume.pt,0
1f_6600_shift.pt,0
1f_6600_speed.pt,0
1f_6600_volume.pt,0
1f_6606_shift.pt,0
1f_6606_speed.pt,0
1f_6606_volume.pt,0
1f_6619_shift.pt,0
1f_6619_speed.pt,0
1f_6619_volume.pt,0
1f_6663_shift.pt,0
1f_6663_speed.pt,0
1f_6663_volume.pt,0
1f_6664_shift.pt,0
1f_6664_speed.pt,0
1f_6664_volume.pt,0
1f_6665_shift.pt,0
1f_6665_speed.pt,0
1f_6665_volume.pt,0
1f_6676_shift.pt,0
1f_6676_speed.pt,0
1f_6676_volume.pt,0
1f_6700_shift.pt,0
1f_6700_speed.pt,0
1f_6700_volume.pt,0
1f_6702_shift.pt,0
1f_6702_speed.pt,0
1f_6702_volume.pt,0
1f_6724_shift.pt,0
1f_6724_speed.pt,0
1f_6724_volume.pt,0
